Respondent ID,Timestamp,Age Group,Gender,Region,Question,Preferred Tool,Satisfaction (1-5),Feedback,Date,Feedback Length
R0200,2025-01-31 22:58:47,18-24,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,3,Fast for interactive charts,2025-01-31,27
R0201,2025-02-25 03:35:03,35-44,Male,North,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-02-25,30
R0202,2025-03-30 10:54:11,18-24,Female,South,Which data tool do you prefer for analytics tasks?,R,4,Good for statistics,2025-03-30,19
R0203,2025-02-07 13:03:04,18-24,Female,North,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-02-07,33
R0204,2025-03-09 15:00:08,45-54,Male,South,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis,2025-03-09,29
R0205,2025-01-11 22:11:27,25-34,Male,South,Which data tool do you prefer for analytics tasks?,Power Bi,3,Useful for business reporting,2025-01-11,29
R0206,2025-03-05 21:13:55,55+,Other,South,Which data tool do you prefer for analytics tasks?,Power Bi,5,Strong dashboard experience,2025-03-05,27
R0207,2025-02-28 09:17:46,25-34,Female,East,Which data tool do you prefer for analytics tasks?,Power Bi,3,Interactive visuals are helpful,2025-02-28,31
R0208,2025-03-28 19:54:03,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Power Bi,4,Strong dashboard experience,2025-03-28,27
R0209,2025-03-17 10:53:30,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-03-17,30
R0210,2025-02-28 10:59:59,45-54,Other,East,Which data tool do you prefer for analytics tasks?,Excel,2,Easy for quick reports,2025-02-28,22
R0211,2025-01-31 13:53:06,45-54,Female,North,Which data tool do you prefer for analytics tasks?,Power Bi,2,Interactive visuals are helpful,2025-01-31,31
R0212,2025-03-31 10:44:56,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,4,Very good for storytelling,2025-03-31,26
R0213,2025-03-14 01:47:08,45-54,Female,North,Which data tool do you prefer for analytics tasks?,Power Bi,4,Interactive visuals are helpful,2025-03-14,31
R0214,2025-03-19 12:49:39,45-54,Female,South,Which data tool do you prefer for analytics tasks?,Excel,5,Easy for quick reports,2025-03-19,22
R0215,2025-03-28 04:58:47,25-34,Other,East,Which data tool do you prefer for analytics tasks?,R,3,Useful for academic work,2025-03-28,24
R0216,2025-02-09 16:02:59,18-24,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling,2025-02-09,26
R0217,2025-01-12 10:44:40,55+,Female,South,Which data tool do you prefer for analytics tasks?,R,4,Helpful for research analysis,2025-01-12,29
R0218,2025-01-17 19:38:21,45-54,Male,South,Which data tool do you prefer for analytics tasks?,Excel,3,Useful for beginners,2025-01-17,20
R0219,2025-04-17 05:59:27,55+,Other,East,Which data tool do you prefer for analytics tasks?,R,4,Helpful for research analysis,2025-04-17,29
R0220,2025-04-13 04:11:35,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners,2025-04-13,20
R0221,2025-04-21 14:28:09,18-24,Male,South,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-04-21,29
R0222,2025-01-02 09:37:43,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Tableau,3,Fast for interactive charts,2025-01-02,27
R0223,2025-03-28 09:32:42,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Tableau,5,Fast for interactive charts,2025-03-28,27
R0224,2025-01-14 08:30:47,45-54,Other,East,Which data tool do you prefer for analytics tasks?,R,4,Helpful for research analysis,2025-01-14,29
R0225,2025-02-11 22:12:44,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling,2025-02-11,26
R0226,2025-04-27 11:00:08,18-24,Other,West,Which data tool do you prefer for analytics tasks?,Python,2,Best for data science projects,2025-04-27,30
R0227,2025-01-06 01:21:17,45-54,Male,South,Which data tool do you prefer for analytics tasks?,R,2,Helpful for research analysis,2025-01-06,29
R0228,2025-01-31 19:34:17,45-54,Male,North,Which data tool do you prefer for analytics tasks?,Power Bi,4,Strong dashboard experience,2025-01-31,27
R0229,2025-03-27 19:40:04,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Power Bi,3,Useful for business reporting,2025-03-27,29
R0230,2025-04-24 15:06:19,55+,Other,South,Which data tool do you prefer for analytics tasks?,Power Bi,3,Interactive visuals are helpful,2025-04-24,31
R0231,2025-02-22 10:11:06,18-24,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports,2025-02-22,22
R0232,2025-02-26 08:35:47,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Tableau,5,Beautiful dashboards,2025-02-26,20
R0233,2025-03-11 23:28:38,18-24,Other,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners,2025-03-11,20
R0234,2025-01-25 04:26:51,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners,2025-01-25,20
R0235,2025-03-24 23:16:59,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Python,5,Best for data science projects,2025-03-24,30
R0236,2025-02-01 04:35:05,18-24,Male,East,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-02-01,30
R0237,2025-01-27 21:20:58,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful,2025-01-27,31
R0238,2025-04-11 21:41:56,25-34,Female,South,Which data tool do you prefer for analytics tasks?,Excel,5,Easy for quick reports,2025-04-11,22
R0239,2025-03-11 09:07:33,35-44,Male,South,Which data tool do you prefer for analytics tasks?,R,4,Good for statistics,2025-03-11,19
R0240,2025-01-17 00:32:27,18-24,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,2,Beautiful dashboards,2025-01-17,20
R0241,2025-01-03 06:20:38,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners,2025-01-03,20
R0242,2025-03-09 04:08:16,18-24,Male,West,Which data tool do you prefer for analytics tasks?,R,4,Useful for academic work,2025-03-09,24
R0243,2025-04-10 13:10:53,18-24,Female,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-04-10,30
R0244,2025-03-06 08:03:58,55+,Male,West,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-03-06,30
R0245,2025-02-08 16:40:36,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-02-08,29
R0246,2025-04-19 14:37:20,18-24,Male,West,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-04-19,33
R0247,2025-01-10 02:56:29,18-24,Female,West,Which data tool do you prefer for analytics tasks?,Power Bi,3,Useful for business reporting,2025-01-10,29
R0248,2025-01-17 10:00:46,55+,Male,North,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-01-17,30
R0249,2025-02-18 21:45:01,55+,Other,East,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-02-18,30
R0250,2025-03-19 15:39:47,35-44,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports,2025-03-19,22
R0251,2025-04-03 07:49:43,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,R,5,Helpful for research analysis,2025-04-03,29
R0252,2025-02-13 16:30:41,45-54,Male,West,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-02-13,33
R0253,2025-02-10 15:32:16,45-54,Other,North,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-02-10,33
R0254,2025-03-29 17:16:03,35-44,Female,South,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-03-29,31
R0255,2025-02-25 03:30:56,18-24,Male,North,Which data tool do you prefer for analytics tasks?,Python,2,Best for data science projects,2025-02-25,30
R0256,2025-01-08 21:21:09,35-44,Male,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-01-08,29
R0257,2025-02-22 12:52:26,55+,Female,North,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-02-22,29
R0258,2025-02-06 21:51:36,45-54,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,4,Beautiful dashboards,2025-02-06,20
R0259,2025-03-06 07:44:44,35-44,Male,Central,Which data tool do you prefer for analytics tasks?,Power Bi,4,Strong dashboard experience,2025-03-06,27
R0260,2025-02-14 20:15:10,45-54,Male,North,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards,2025-02-14,20
R0261,2025-01-29 15:37:24,18-24,Female,Central,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-01-29,30
R0262,2025-01-04 22:10:22,55+,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,2,Great for day to day analysis,2025-01-04,29
R0263,2025-02-04 11:14:59,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Power Bi,3,Useful for business reporting,2025-02-04,29
R0264,2025-04-22 05:12:56,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Tableau,2,Fast for interactive charts,2025-04-22,27
R0265,2025-04-05 23:03:11,45-54,Male,South,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-04-05,31
R0266,2025-01-28 13:41:48,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,R,3,Helpful for research analysis,2025-01-28,29
R0267,2025-02-17 11:20:46,45-54,Female,South,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-02-17,29
R0268,2025-01-11 01:54:55,35-44,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports,2025-01-11,22
R0269,2025-03-28 02:58:13,25-34,Other,North,Which data tool do you prefer for analytics tasks?,Power Bi,3,Useful for business reporting,2025-03-28,29
R0270,2025-03-04 22:06:10,45-54,Other,West,Which data tool do you prefer for analytics tasks?,Excel,3,Useful for beginners,2025-03-04,20
R0271,2025-04-07 18:39:14,45-54,Female,South,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-04-07,31
R0272,2025-02-06 21:35:43,35-44,Female,North,Which data tool do you prefer for analytics tasks?,Excel,3,Useful for beginners,2025-02-06,20
R0273,2025-01-06 08:01:43,55+,Other,East,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-01-06,33
R0274,2025-01-27 10:58:27,55+,Male,North,Which data tool do you prefer for analytics tasks?,Power Bi,4,Strong dashboard experience,2025-01-27,27
R0275,2025-02-11 04:22:06,25-34,Female,East,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling,2025-02-11,26
R0276,2025-01-23 04:42:12,45-54,Other,West,Which data tool do you prefer for analytics tasks?,Power Bi,3,Useful for business reporting,2025-01-23,29
R0277,2025-03-06 20:20:33,55+,Other,South,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-03-06,29
R0278,2025-04-21 01:32:24,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Python,5,Great for automation and analysis,2025-04-21,33
R0279,2025-04-21 11:23:53,18-24,Female,North,Which data tool do you prefer for analytics tasks?,Python,5,Best for data science projects,2025-04-21,30
R0280,2025-04-01 23:18:24,45-54,Other,West,Which data tool do you prefer for analytics tasks?,Power Bi,2,Useful for business reporting,2025-04-01,29
R0281,2025-01-03 11:49:28,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports,2025-01-03,22
R0282,2025-01-12 15:54:00,55+,Female,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-01-12,31
R0283,2025-02-21 19:04:36,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-02-21,31
R0284,2025-01-29 12:07:35,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-01-29,31
R0285,2025-03-09 18:34:00,18-24,Other,North,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-03-09,31
R0286,2025-01-31 03:44:34,35-44,Female,South,Which data tool do you prefer for analytics tasks?,R,3,Good for statistics,2025-01-31,19
R0287,2025-03-19 05:33:56,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Python,1,Best for data science projects,2025-03-19,30
R0288,2025-03-01 20:31:29,18-24,Male,West,Which data tool do you prefer for analytics tasks?,R,4,Useful for academic work,2025-03-01,24
R0289,2025-03-24 23:07:49,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-03-24,30
R0290,2025-01-20 16:00:40,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling,2025-01-20,26
R0291,2025-04-12 10:00:02,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Tableau,3,Fast for interactive charts,2025-04-12,27
R0292,2025-01-10 11:18:05,18-24,Female,Central,Which data tool do you prefer for analytics tasks?,Power Bi,3,Useful for business reporting,2025-01-10,29
R0293,2025-02-17 10:27:07,45-54,Male,North,Which data tool do you prefer for analytics tasks?,R,5,Good for statistics,2025-02-17,19
R0294,2025-03-06 13:59:54,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,Python,5,Great for automation and analysis,2025-03-06,33
R0295,2025-02-27 20:48:48,55+,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,3,Fast for interactive charts,2025-02-27,27
R0296,2025-03-02 18:15:15,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports,2025-03-02,22
R0297,2025-04-14 12:30:15,18-24,Female,North,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-04-14,29
R0298,2025-01-06 09:01:12,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Power Bi,3,Interactive visuals are helpful,2025-01-06,31
R0299,2025-03-08 22:12:08,45-54,Female,Central,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful,2025-03-08,31
R0300,2025-02-19 14:52:58,35-44,Female,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners,2025-02-19,20
R0301,2025-01-09 12:00:13,55+,Male,East,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports,2025-01-09,22
R0302,2025-02-06 09:10:29,55+,Other,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-02-06,30
R0303,2025-01-11 21:13:00,55+,Male,East,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-01-11,30
R0304,2025-03-25 14:16:14,25-34,Female,East,Which data tool do you prefer for analytics tasks?,Power Bi,4,Strong dashboard experience,2025-03-25,27
R0305,2025-02-09 20:20:59,55+,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards,2025-02-09,20
R0306,2025-01-12 23:31:15,35-44,Male,Central,Which data tool do you prefer for analytics tasks?,Excel,5,Great for day to day analysis,2025-01-12,29
R0307,2025-01-03 13:12:06,45-54,Other,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners,2025-01-03,20
R0308,2025-04-09 17:42:16,25-34,Male,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-04-09,31
R0309,2025-01-10 10:46:10,25-34,Male,South,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-01-10,31
R0310,2025-01-05 12:15:40,55+,Other,Central,Which data tool do you prefer for analytics tasks?,Tableau,5,Fast for interactive charts,2025-01-05,27
R0311,2025-01-20 05:54:26,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-01-20,31
R0312,2025-01-06 14:57:32,55+,Male,West,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-01-06,33
R0313,2025-02-06 16:20:41,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-02-06,31
R0314,2025-04-14 17:04:34,55+,Male,East,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports,2025-04-14,22
R0315,2025-02-26 16:48:33,35-44,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Useful for beginners,2025-02-26,20
R0316,2025-02-23 05:54:01,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Tableau,4,Very good for storytelling,2025-02-23,26
R0317,2025-01-07 23:20:40,55+,Male,East,Which data tool do you prefer for analytics tasks?,Excel,3,Useful for beginners,2025-01-07,20
R0318,2025-04-02 18:47:01,35-44,Other,North,Which data tool do you prefer for analytics tasks?,Python,1,Python is flexible and powerful,2025-04-02,31
R0319,2025-02-04 16:21:33,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Tableau,2,Fast for interactive charts,2025-02-04,27
R0320,2025-04-27 08:05:02,25-34,Female,North,Which data tool do you prefer for analytics tasks?,R,4,Helpful for research analysis,2025-04-27,29
R0321,2025-01-07 14:26:04,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis,2025-01-07,29
R0322,2025-01-11 13:39:00,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Strong dashboard experience,2025-01-11,27
R0323,2025-04-18 23:39:51,18-24,Female,North,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-04-18,33
R0324,2025-02-06 17:12:05,25-34,Male,North,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis,2025-02-06,29
R0325,2025-02-27 22:24:14,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-02-27,31
R0326,2025-01-28 05:26:37,18-24,Male,East,Which data tool do you prefer for analytics tasks?,Excel,5,Great for day to day analysis,2025-01-28,29
R0327,2025-01-15 10:29:22,55+,Other,West,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling,2025-01-15,26
R0328,2025-01-31 15:17:07,35-44,Male,North,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis,2025-01-31,29
R0329,2025-01-15 18:11:53,55+,Female,North,Which data tool do you prefer for analytics tasks?,Python,5,Best for data science projects,2025-01-15,30
R0330,2025-03-15 08:48:31,55+,Male,Central,Which data tool do you prefer for analytics tasks?,Tableau,4,Fast for interactive charts,2025-03-15,27
R0331,2025-01-01 22:23:04,25-34,Female,West,Which data tool do you prefer for analytics tasks?,Excel,5,Useful for beginners,2025-01-01,20
R0332,2025-01-24 03:07:01,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-01-24,30
R0333,2025-03-11 18:28:16,35-44,Male,Central,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-03-11,30
R0334,2025-04-22 17:07:01,55+,Male,West,Which data tool do you prefer for analytics tasks?,Power Bi,4,Strong dashboard experience,2025-04-22,27
R0335,2025-04-06 00:35:28,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Power Bi,2,Useful for business reporting,2025-04-06,29
R0336,2025-04-04 23:55:27,18-24,Female,South,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-04-04,30
R0337,2025-01-18 01:36:51,18-24,Other,East,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-01-18,33
R0338,2025-04-17 16:54:59,55+,Female,South,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis,2025-04-17,29
R0339,2025-04-14 04:54:35,45-54,Other,South,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports,2025-04-14,22
R0340,2025-01-26 01:35:41,45-54,Male,East,Which data tool do you prefer for analytics tasks?,Power Bi,5,Strong dashboard experience,2025-01-26,27
R0341,2025-03-07 14:29:56,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Python,5,Best for data science projects,2025-03-07,30
R0342,2025-04-07 23:33:10,45-54,Female,North,Which data tool do you prefer for analytics tasks?,R,4,Good for statistics,2025-04-07,19
R0343,2025-04-21 23:52:28,35-44,Female,North,Which data tool do you prefer for analytics tasks?,Tableau,4,Beautiful dashboards,2025-04-21,20
R0344,2025-02-25 14:33:51,35-44,Male,East,Which data tool do you prefer for analytics tasks?,Power Bi,2,Interactive visuals are helpful,2025-02-25,31
R0345,2025-01-24 18:03:58,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis,2025-01-24,29
R0346,2025-02-04 03:00:28,45-54,Female,Central,Which data tool do you prefer for analytics tasks?,R,4,Useful for academic work,2025-02-04,24
R0347,2025-03-19 06:34:12,45-54,Male,West,Which data tool do you prefer for analytics tasks?,Excel,5,Great for day to day analysis,2025-03-19,29
R0348,2025-01-11 11:56:21,35-44,Female,North,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis,2025-01-11,29
R0349,2025-03-19 15:30:51,35-44,Female,West,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-03-19,31
R0350,2025-01-06 12:50:10,45-54,Female,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-01-06,30
R0351,2025-01-10 23:12:40,45-54,Female,North,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners,2025-01-10,20
R0352,2025-01-04 05:11:54,35-44,Other,South,Which data tool do you prefer for analytics tasks?,R,1,Useful for academic work,2025-01-04,24
R0353,2025-01-09 08:35:32,45-54,Male,South,Which data tool do you prefer for analytics tasks?,Excel,5,Great for day to day analysis,2025-01-09,29
R0354,2025-03-14 01:10:44,35-44,Female,West,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-03-14,29
R0355,2025-02-17 13:32:40,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,2,Great for automation and analysis,2025-02-17,33
R0356,2025-03-09 13:21:36,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-03-09,33
R0357,2025-02-01 04:07:49,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports,2025-02-01,22
R0358,2025-02-19 20:26:59,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports,2025-02-19,22
R0359,2025-01-28 22:16:39,35-44,Female,West,Which data tool do you prefer for analytics tasks?,Power Bi,3,Useful for business reporting,2025-01-28,29
R0360,2025-01-18 02:41:46,45-54,Male,North,Which data tool do you prefer for analytics tasks?,R,4,Helpful for research analysis,2025-01-18,29
R0361,2025-01-12 11:38:09,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-01-12,30
R0362,2025-03-12 19:44:23,35-44,Other,North,Which data tool do you prefer for analytics tasks?,R,3,Helpful for research analysis,2025-03-12,29
R0363,2025-04-12 13:09:41,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis,2025-04-12,29
R0364,2025-04-12 05:03:22,25-34,Male,South,Which data tool do you prefer for analytics tasks?,Tableau,4,Very good for storytelling,2025-04-12,26
R0365,2025-03-12 20:50:09,45-54,Male,East,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-03-12,33
R0366,2025-03-20 03:08:20,45-54,Other,South,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-03-20,31
R0367,2025-03-09 14:57:23,35-44,Female,West,Which data tool do you prefer for analytics tasks?,Python,5,Great for automation and analysis,2025-03-09,33
R0368,2025-02-10 23:23:12,55+,Male,South,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful,2025-02-10,31
R0369,2025-02-14 04:40:21,45-54,Female,Central,Which data tool do you prefer for analytics tasks?,Tableau,5,Fast for interactive charts,2025-02-14,27
R0370,2025-02-25 18:18:31,55+,Male,South,Which data tool do you prefer for analytics tasks?,Excel,1,Easy for quick reports,2025-02-25,22
R0371,2025-02-08 05:59:41,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful,2025-02-08,31
R0372,2025-02-14 18:53:32,35-44,Other,South,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-02-14,33
R0373,2025-03-23 20:03:19,18-24,Female,South,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards,2025-03-23,20
R0374,2025-03-20 19:25:24,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-03-20,31
R0375,2025-03-17 21:08:26,55+,Other,South,Which data tool do you prefer for analytics tasks?,Power Bi,3,Strong dashboard experience,2025-03-17,27
R0376,2025-04-03 22:01:56,25-34,Other,Central,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-04-03,33
R0377,2025-01-11 01:39:18,55+,Male,North,Which data tool do you prefer for analytics tasks?,Power Bi,3,Interactive visuals are helpful,2025-01-11,31
R0378,2025-04-09 20:49:51,55+,Female,South,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis,2025-04-09,33
R0379,2025-03-05 22:50:03,55+,Other,North,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects,2025-03-05,30
R0380,2025-03-03 08:54:56,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects,2025-03-03,30
R0381,2025-01-10 02:10:52,45-54,Female,West,Which data tool do you prefer for analytics tasks?,Power Bi,3,Strong dashboard experience,2025-01-10,27
R0382,2025-03-01 07:25:41,45-54,Female,West,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis,2025-03-01,33
R0383,2025-04-21 11:37:33,55+,Male,East,Which data tool do you prefer for analytics tasks?,Power Bi,4,Interactive visuals are helpful,2025-04-21,31
R0384,2025-04-08 13:29:27,35-44,Female,South,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis,2025-04-08,29
R0385,2025-01-31 16:59:01,55+,Male,East,Which data tool do you prefer for analytics tasks?,Power Bi,3,Strong dashboard experience,2025-01-31,27
R0386,2025-01-19 03:31:29,35-44,Female,South,Which data tool do you prefer for analytics tasks?,R,3,Good for statistics,2025-01-19,19
R0387,2025-02-23 09:02:21,35-44,Female,Central,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful,2025-02-23,31
R0388,2025-01-25 05:48:05,35-44,Other,East,Which data tool do you prefer for analytics tasks?,R,5,Helpful for research analysis,2025-01-25,29
R0389,2025-04-23 11:14:01,55+,Female,West,Which data tool do you prefer for analytics tasks?,Tableau,2,Beautiful dashboards,2025-04-23,20
R0390,2025-03-06 16:38:50,18-24,Male,West,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports,2025-03-06,22
R0391,2025-01-07 01:50:24,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Power Bi,4,Useful for business reporting,2025-01-07,29
R0392,2025-02-06 19:32:25,45-54,Other,West,Which data tool do you prefer for analytics tasks?,Excel,2,Easy for quick reports,2025-02-06,22
R0393,2025-04-23 09:37:44,18-24,Female,South,Which data tool do you prefer for analytics tasks?,Excel,2,Great for day to day analysis,2025-04-23,29
R0394,2025-01-06 14:35:05,35-44,Female,East,Which data tool do you prefer for analytics tasks?,R,3,Good for statistics,2025-01-06,19
R0395,2025-02-16 20:08:32,55+,Other,South,Which data tool do you prefer for analytics tasks?,Tableau,4,Beautiful dashboards,2025-02-16,20
R0396,2025-02-27 20:01:10,18-24,Female,Central,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards,2025-02-27,20
R0397,2025-01-16 04:41:04,55+,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,5,Easy for quick reports,2025-01-16,22
R0398,2025-03-13 13:18:40,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful,2025-03-13,31
R0399,2025-02-21 18:12:26,25-34,Other,Central,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful,2025-02-21,31
