Respondent ID,Timestamp,Age Group,Gender,Region,Question,Preferred Tool,Satisfaction (1-5),Feedback
R0231,2025-02-22 10:11:06,18-24,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports
R0232,2025-02-26 08:35:47,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Tableau,5,Beautiful dashboards
R0233,2025-03-11 23:28:38,18-24,Other,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners
R0234,2025-01-25 04:26:51,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners
R0235,2025-03-24 23:16:59,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Python,5,Best for data science projects
R0236,2025-02-01 04:35:05,18-24,Male,East,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects
R0237,2025-01-27 21:20:58,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful
R0238,2025-04-11 21:41:56,25-34,Female,South,Which data tool do you prefer for analytics tasks?,Excel,5,Easy for quick reports
R0239,2025-03-11 09:07:33,35-44,Male,South,Which data tool do you prefer for analytics tasks?,R,4,Good for statistics
R0240,2025-01-17 00:32:27,18-24,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,2,Beautiful dashboards
R0241,2025-01-03 06:20:38,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners
R0242,2025-03-09 04:08:16,18-24,Male,West,Which data tool do you prefer for analytics tasks?,R,4,Useful for academic work
R0243,2025-04-10 13:10:53,18-24,Female,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0244,2025-03-06 08:03:58,55+,Male,West,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects
R0245,2025-02-08 16:40:36,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0246,2025-04-19 14:37:20,18-24,Male,West,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0247,2025-01-10 02:56:29,18-24,Female,West,Which data tool do you prefer for analytics tasks?,Power BI,3,Useful for business reporting
R0248,2025-01-17 10:00:46,55+,Male,North,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0249,2025-02-18 21:45:01,55+,Other,East,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0250,2025-03-19 15:39:47,35-44,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports
R0251,2025-04-03 07:49:43,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,R,5,Helpful for research analysis
R0252,2025-02-13 16:30:41,45-54,Male,West,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis
R0253,2025-02-10 15:32:16,45-54,Other,North,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis
R0254,2025-03-29 17:16:03,35-44,Female,South,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0255,2025-02-25 03:30:56,18-24,Male,North,Which data tool do you prefer for analytics tasks?,Python,2,Best for data science projects
R0256,2025-01-08 21:21:09,35-44,Male,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0257,2025-02-22 12:52:26,55+,Female,North,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0258,2025-02-06 21:51:36,45-54,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,4,Beautiful dashboards
R0259,2025-03-06 07:44:44,35-44,Male,Central,Which data tool do you prefer for analytics tasks?,Power BI,4,Strong dashboard experience
R0260,2025-02-14 20:15:10,45-54,Male,North,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards
R0261,2025-01-29 15:37:24,18-24,Female,Central,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0262,2025-01-04 22:10:22,55+,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,2,Great for day to day analysis
R0263,2025-02-04 11:14:59,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Power BI,3,Useful for business reporting
R0264,2025-04-22 05:12:56,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Tableau,2,Fast for interactive charts
R0265,2025-04-05 23:03:11,45-54,Male,South,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0266,2025-01-28 13:41:48,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,R,3,Helpful for research analysis
R0267,2025-02-17 11:20:46,45-54,Female,South,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0268,2025-01-11 01:54:55,35-44,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports
R0269,2025-03-28 02:58:13,25-34,Other,North,Which data tool do you prefer for analytics tasks?,Power BI,3,Useful for business reporting
R0270,2025-03-04 22:06:10,45-54,Other,West,Which data tool do you prefer for analytics tasks?,Excel,3,Useful for beginners
R0271,2025-04-07 18:39:14,45-54,Female,South,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0272,2025-02-06 21:35:43,35-44,Female,North,Which data tool do you prefer for analytics tasks?,Excel,3,Useful for beginners
R0273,2025-01-06 08:01:43,55+,Other,East,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0274,2025-01-27 10:58:27,55+,Male,North,Which data tool do you prefer for analytics tasks?,Power BI,4,Strong dashboard experience
R0275,2025-02-11 04:22:06,25-34,Female,East,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling
R0276,2025-01-23 04:42:12,45-54,Other,West,Which data tool do you prefer for analytics tasks?,Power BI,3,Useful for business reporting
R0277,2025-03-06 20:20:33,55+,Other,South,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0278,2025-04-21 01:32:24,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Python,5,Great for automation and analysis
R0279,2025-04-21 11:23:53,18-24,Female,North,Which data tool do you prefer for analytics tasks?,Python,5,Best for data science projects
R0280,2025-04-01 23:18:24,45-54,Other,West,Which data tool do you prefer for analytics tasks?,Power BI,2,Useful for business reporting
R0281,2025-01-03 11:49:28,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports
R0282,2025-01-12 15:54:00,55+,Female,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0283,2025-02-21 19:04:36,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0284,2025-01-29 12:07:35,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0285,2025-03-09 18:34:00,18-24,Other,North,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0286,2025-01-31 03:44:34,35-44,Female,South,Which data tool do you prefer for analytics tasks?,R,3,Good for statistics
R0287,2025-03-19 05:33:56,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Python,1,Best for data science projects
R0288,2025-03-01 20:31:29,18-24,Male,West,Which data tool do you prefer for analytics tasks?,R,4,Useful for academic work
R0289,2025-03-24 23:07:49,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects
R0290,2025-01-20 16:00:40,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling
R0291,2025-04-12 10:00:02,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Tableau,3,Fast for interactive charts
R0292,2025-01-10 11:18:05,18-24,Female,Central,Which data tool do you prefer for analytics tasks?,Power BI,3,Useful for business reporting
R0293,2025-02-17 10:27:07,45-54,Male,North,Which data tool do you prefer for analytics tasks?,R,5,Good for statistics
R0294,2025-03-06 13:59:54,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,Python,5,Great for automation and analysis
R0295,2025-02-27 20:48:48,55+,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,3,Fast for interactive charts
R0296,2025-03-02 18:15:15,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports
R0297,2025-04-14 12:30:15,18-24,Female,North,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0298,2025-01-06 09:01:12,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Power BI,3,Interactive visuals are helpful
R0299,2025-03-08 22:12:08,45-54,Female,Central,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful
R0300,2025-02-19 14:52:58,35-44,Female,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners
R0301,2025-01-09 12:00:13,55+,Male,East,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports
R0302,2025-02-06 09:10:29,55+,Other,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0303,2025-01-11 21:13:00,55+,Male,East,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0304,2025-03-25 14:16:14,25-34,Female,East,Which data tool do you prefer for analytics tasks?,Power BI,4,Strong dashboard experience
R0305,2025-02-09 20:20:59,55+,Other,North,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards
R0306,2025-01-12 23:31:15,35-44,Male,Central,Which data tool do you prefer for analytics tasks?,Excel,5,Great for day to day analysis
R0307,2025-01-03 13:12:06,45-54,Other,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners
R0308,2025-04-09 17:42:16,25-34,Male,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0309,2025-01-10 10:46:10,25-34,Male,South,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0310,2025-01-05 12:15:40,55+,Other,Central,Which data tool do you prefer for analytics tasks?,Tableau,5,Fast for interactive charts
R0311,2025-01-20 05:54:26,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0312,2025-01-06 14:57:32,55+,Male,West,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0313,2025-02-06 16:20:41,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0314,2025-04-14 17:04:34,55+,Male,East,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports
R0315,2025-02-26 16:48:33,35-44,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Useful for beginners
R0316,2025-02-23 05:54:01,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Tableau,4,Very good for storytelling
R0317,2025-01-07 23:20:40,55+,Male,East,Which data tool do you prefer for analytics tasks?,Excel,3,Useful for beginners
R0318,2025-04-02 18:47:01,35-44,Other,North,Which data tool do you prefer for analytics tasks?,Python,1,Python is flexible and powerful
R0319,2025-02-04 16:21:33,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Tableau,2,Fast for interactive charts
R0320,2025-04-27 08:05:02,25-34,Female,North,Which data tool do you prefer for analytics tasks?,R,4,Helpful for research analysis
R0321,2025-01-07 14:26:04,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis
R0322,2025-01-11 13:39:00,35-44,Male,West,Which data tool do you prefer for analytics tasks?,Power BI,4,Strong dashboard experience
R0323,2025-04-18 23:39:51,18-24,Female,North,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0324,2025-02-06 17:12:05,25-34,Male,North,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis
R0325,2025-02-27 22:24:14,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0326,2025-01-28 05:26:37,18-24,Male,East,Which data tool do you prefer for analytics tasks?,Excel,5,Great for day to day analysis
R0327,2025-01-15 10:29:22,55+,Other,West,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling
R0328,2025-01-31 15:17:07,35-44,Male,North,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis
R0329,2025-01-15 18:11:53,55+,Female,North,Which data tool do you prefer for analytics tasks?,Python,5,Best for data science projects
R0330,2025-03-15 08:48:31,55+,Male,Central,Which data tool do you prefer for analytics tasks?,Tableau,4,Fast for interactive charts
R0331,2025-01-01 22:23:04,25-34,Female,West,Which data tool do you prefer for analytics tasks?,Excel,5,Useful for beginners
R0332,2025-01-24 03:07:01,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0333,2025-03-11 18:28:16,35-44,Male,Central,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects
R0334,2025-04-22 17:07:01,55+,Male,West,Which data tool do you prefer for analytics tasks?,Power BI,4,Strong dashboard experience
R0335,2025-04-06 00:35:28,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Power BI,2,Useful for business reporting
R0336,2025-04-04 23:55:27,18-24,Female,South,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects
R0337,2025-01-18 01:36:51,18-24,Other,East,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0338,2025-04-17 16:54:59,55+,Female,South,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis
R0339,2025-04-14 04:54:35,45-54,Other,South,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports
R0340,2025-01-26 01:35:41,45-54,Male,East,Which data tool do you prefer for analytics tasks?,Power BI,5,Strong dashboard experience
R0341,2025-03-07 14:29:56,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Python,5,Best for data science projects
R0342,2025-04-07 23:33:10,45-54,Female,North,Which data tool do you prefer for analytics tasks?,R,4,Good for statistics
R0343,2025-04-21 23:52:28,35-44,Female,North,Which data tool do you prefer for analytics tasks?,Tableau,4,Beautiful dashboards
R0344,2025-02-25 14:33:51,35-44,Male,East,Which data tool do you prefer for analytics tasks?,Power BI,2,Interactive visuals are helpful
R0345,2025-01-24 18:03:58,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis
R0346,2025-02-04 03:00:28,45-54,Female,Central,Which data tool do you prefer for analytics tasks?,R,4,Useful for academic work
R0347,2025-03-19 06:34:12,45-54,Male,West,Which data tool do you prefer for analytics tasks?,Excel,5,Great for day to day analysis
R0348,2025-01-11 11:56:21,35-44,Female,North,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis
R0349,2025-03-19 15:30:51,35-44,Female,West,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0350,2025-01-06 12:50:10,45-54,Female,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0351,2025-01-10 23:12:40,45-54,Female,North,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners
R0352,2025-01-04 05:11:54,35-44,Other,South,Which data tool do you prefer for analytics tasks?,R,1,Useful for academic work
R0353,2025-01-09 08:35:32,45-54,Male,South,Which data tool do you prefer for analytics tasks?,Excel,5,Great for day to day analysis
R0354,2025-03-14 01:10:44,35-44,Female,West,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0355,2025-02-17 13:32:40,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,2,Great for automation and analysis
R0356,2025-03-09 13:21:36,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis
R0357,2025-02-01 04:07:49,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports
R0358,2025-02-19 20:26:59,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports
R0359,2025-01-28 22:16:39,35-44,Female,West,Which data tool do you prefer for analytics tasks?,Power BI,3,Useful for business reporting
R0360,2025-01-18 02:41:46,45-54,Male,North,Which data tool do you prefer for analytics tasks?,R,4,Helpful for research analysis
R0361,2025-01-12 11:38:09,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0362,2025-03-12 19:44:23,35-44,Other,North,Which data tool do you prefer for analytics tasks?,R,3,Helpful for research analysis
R0363,2025-04-12 13:09:41,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0364,2025-04-12 05:03:22,25-34,Male,South,Which data tool do you prefer for analytics tasks?,Tableau,4,Very good for storytelling
R0365,2025-03-12 20:50:09,45-54,Male,East,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis
R0366,2025-03-20 03:08:20,45-54,Other,South,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0367,2025-03-09 14:57:23,35-44,Female,West,Which data tool do you prefer for analytics tasks?,Python,5,Great for automation and analysis
R0368,2025-02-10 23:23:12,55+,Male,South,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0369,2025-02-14 04:40:21,45-54,Female,Central,Which data tool do you prefer for analytics tasks?,Tableau,5,Fast for interactive charts
R0370,2025-02-25 18:18:31,55+,Male,South,Which data tool do you prefer for analytics tasks?,Excel,1,Easy for quick reports
R0371,2025-02-08 05:59:41,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful
R0372,2025-02-14 18:53:32,35-44,Other,South,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0373,2025-03-23 20:03:19,18-24,Female,South,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards
R0374,2025-03-20 19:25:24,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0375,2025-03-17 21:08:26,55+,Other,South,Which data tool do you prefer for analytics tasks?,Power BI,3,Strong dashboard experience
R0376,2025-04-03 22:01:56,25-34,Other,Central,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis
R0377,2025-01-11 01:39:18,55+,Male,North,Which data tool do you prefer for analytics tasks?,Power BI,3,Interactive visuals are helpful
R0378,2025-04-09 20:49:51,55+,Female,South,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0379,2025-03-05 22:50:03,55+,Other,North,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects
R0380,2025-03-03 08:54:56,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0381,2025-01-10 02:10:52,45-54,Female,West,Which data tool do you prefer for analytics tasks?,Power BI,3,Strong dashboard experience
R0382,2025-03-01 07:25:41,45-54,Female,West,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis
R0383,2025-04-21 11:37:33,55+,Male,East,Which data tool do you prefer for analytics tasks?,Power BI,4,Interactive visuals are helpful
R0384,2025-04-08 13:29:27,35-44,Female,South,Which data tool do you prefer for analytics tasks?,Excel,4,Great for day to day analysis
R0385,2025-01-31 16:59:01,55+,Male,East,Which data tool do you prefer for analytics tasks?,Power BI,3,Strong dashboard experience
R0386,2025-01-19 03:31:29,35-44,Female,South,Which data tool do you prefer for analytics tasks?,R,3,Good for statistics
R0387,2025-02-23 09:02:21,35-44,Female,Central,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful
R0388,2025-01-25 05:48:05,35-44,Other,East,Which data tool do you prefer for analytics tasks?,R,5,Helpful for research analysis
R0389,2025-04-23 11:14:01,55+,Female,West,Which data tool do you prefer for analytics tasks?,Tableau,2,Beautiful dashboards
R0390,2025-03-06 16:38:50,18-24,Male,West,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports
R0391,2025-01-07 01:50:24,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Power BI,4,Useful for business reporting
R0392,2025-02-06 19:32:25,45-54,Other,West,Which data tool do you prefer for analytics tasks?,Excel,2,Easy for quick reports
R0393,2025-04-23 09:37:44,18-24,Female,South,Which data tool do you prefer for analytics tasks?,Excel,2,Great for day to day analysis
R0394,2025-01-06 14:35:05,35-44,Female,East,Which data tool do you prefer for analytics tasks?,R,3,Good for statistics
R0395,2025-02-16 20:08:32,55+,Other,South,Which data tool do you prefer for analytics tasks?,Tableau,4,Beautiful dashboards
R0396,2025-02-27 20:01:10,18-24,Female,Central,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards
R0397,2025-01-16 04:41:04,55+,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,5,Easy for quick reports
R0398,2025-03-13 13:18:40,45-54,Female,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0399,2025-02-21 18:12:26,25-34,Other,Central,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful
R0400,2025-04-02 12:07:32,18-24,Male,South,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0401,2025-03-19 18:46:08,55+,Female,South,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful
R0402,2025-01-21 14:18:25,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Power BI,4,Interactive visuals are helpful
R0403,2025-03-06 18:33:29,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Power BI,3,Interactive visuals are helpful
R0404,2025-02-08 17:17:25,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0405,2025-02-23 21:15:07,35-44,Female,North,Which data tool do you prefer for analytics tasks?,Python,5,Great for automation and analysis
R0406,2025-02-03 23:52:09,18-24,Other,West,Which data tool do you prefer for analytics tasks?,Power BI,5,Interactive visuals are helpful
R0407,2025-03-16 17:29:33,55+,Male,North,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0408,2025-04-10 13:50:32,55+,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Easy for quick reports
R0409,2025-03-31 04:00:04,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Easy for quick reports
R0410,2025-02-23 05:30:48,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Power BI,4,Useful for business reporting
R0411,2025-04-10 22:15:47,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Python,2,Great for automation and analysis
R0412,2025-03-08 07:32:56,18-24,Other,South,Which data tool do you prefer for analytics tasks?,Python,3,Best for data science projects
R0413,2025-03-09 13:43:11,35-44,Other,West,Which data tool do you prefer for analytics tasks?,Power BI,4,Useful for business reporting
R0414,2025-02-13 19:53:21,25-34,Female,Central,Which data tool do you prefer for analytics tasks?,Excel,2,Useful for beginners
R0415,2025-01-25 08:58:31,35-44,Other,West,Which data tool do you prefer for analytics tasks?,Power BI,4,Useful for business reporting
R0416,2025-02-08 10:31:20,55+,Female,South,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects
R0417,2025-02-10 17:28:08,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0418,2025-02-06 04:26:14,55+,Other,East,Which data tool do you prefer for analytics tasks?,Python,2,Best for data science projects
R0419,2025-04-15 12:33:57,55+,Female,West,Which data tool do you prefer for analytics tasks?,Excel,2,Easy for quick reports
R0420,2025-04-02 02:52:38,35-44,Male,East,Which data tool do you prefer for analytics tasks?,Tableau,4,Beautiful dashboards
R0421,2025-04-06 17:26:33,45-54,Other,East,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0422,2025-04-30 20:27:44,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0423,2025-03-20 21:21:57,35-44,Male,North,Which data tool do you prefer for analytics tasks?,Power BI,2,Strong dashboard experience
R0424,2025-01-29 23:13:36,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling
R0425,2025-02-12 17:11:58,18-24,Male,West,Which data tool do you prefer for analytics tasks?,Tableau,3,Very good for storytelling
R0426,2025-04-29 05:45:01,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Power BI,4,Useful for business reporting
R0427,2025-04-07 10:27:29,45-54,Female,South,Which data tool do you prefer for analytics tasks?,Excel,2,Useful for beginners
R0428,2025-04-27 03:15:25,35-44,Other,North,Which data tool do you prefer for analytics tasks?,Power BI,3,Interactive visuals are helpful
R0429,2025-04-05 01:21:28,55+,Male,Central,Which data tool do you prefer for analytics tasks?,Tableau,4,Very good for storytelling
R0430,2025-04-18 14:27:14,45-54,Male,North,Which data tool do you prefer for analytics tasks?,Power BI,4,Useful for business reporting
R0431,2025-04-23 01:21:50,25-34,Other,East,Which data tool do you prefer for analytics tasks?,Power BI,3,Strong dashboard experience
R0432,2025-01-14 12:11:54,35-44,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners
R0433,2025-03-09 17:58:58,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0434,2025-01-25 04:06:04,55+,Female,East,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0435,2025-03-24 09:22:00,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Power BI,4,Interactive visuals are helpful
R0436,2025-04-12 10:44:29,25-34,Male,East,Which data tool do you prefer for analytics tasks?,R,3,Useful for academic work
R0437,2025-04-20 23:15:19,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,R,5,Helpful for research analysis
R0438,2025-01-12 14:35:38,45-54,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,3,Fast for interactive charts
R0439,2025-03-03 11:46:55,18-24,Male,South,Which data tool do you prefer for analytics tasks?,Python,2,Python is flexible and powerful
R0440,2025-01-31 16:15:54,18-24,Female,West,Which data tool do you prefer for analytics tasks?,Python,4,Great for automation and analysis
R0441,2025-04-03 20:51:28,35-44,Female,Central,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0442,2025-03-30 08:36:12,35-44,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,5,Very good for storytelling
R0443,2025-01-21 14:45:38,18-24,Female,East,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects
R0444,2025-03-30 04:16:29,55+,Other,East,Which data tool do you prefer for analytics tasks?,Tableau,2,Fast for interactive charts
R0445,2025-01-29 07:58:41,35-44,Female,Central,Which data tool do you prefer for analytics tasks?,Python,4,Python is flexible and powerful
R0446,2025-04-06 22:03:15,45-54,Male,West,Which data tool do you prefer for analytics tasks?,Power BI,4,Useful for business reporting
R0447,2025-04-27 17:08:32,45-54,Other,Central,Which data tool do you prefer for analytics tasks?,Python,4,Best for data science projects
R0448,2025-04-22 02:58:50,25-34,Male,Central,Which data tool do you prefer for analytics tasks?,Tableau,4,Fast for interactive charts
R0449,2025-01-10 20:32:26,45-54,Other,East,Which data tool do you prefer for analytics tasks?,R,5,Good for statistics
R0450,2025-01-26 20:51:05,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,Excel,3,Great for day to day analysis
R0451,2025-04-20 18:56:42,25-34,Male,East,Which data tool do you prefer for analytics tasks?,Excel,4,Useful for beginners
R0452,2025-04-02 21:13:54,18-24,Other,South,Which data tool do you prefer for analytics tasks?,R,4,Helpful for research analysis
R0453,2025-04-14 02:01:32,18-24,Other,West,Which data tool do you prefer for analytics tasks?,Tableau,2,Beautiful dashboards
R0454,2025-02-28 20:31:52,25-34,Other,West,Which data tool do you prefer for analytics tasks?,Tableau,2,Very good for storytelling
R0455,2025-04-03 00:47:33,55+,Female,East,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis
R0456,2025-03-16 02:39:32,35-44,Male,South,Which data tool do you prefer for analytics tasks?,Python,3,Python is flexible and powerful
R0457,2025-03-11 02:11:37,45-54,Female,North,Which data tool do you prefer for analytics tasks?,Excel,2,Easy for quick reports
R0458,2025-02-22 06:33:10,45-54,Male,East,Which data tool do you prefer for analytics tasks?,Power BI,2,Strong dashboard experience
R0459,2025-02-27 13:44:39,45-54,Female,West,Which data tool do you prefer for analytics tasks?,Python,3,Great for automation and analysis
R0460,2025-01-18 23:47:40,18-24,Other,Central,Which data tool do you prefer for analytics tasks?,Tableau,3,Beautiful dashboards
R0461,2025-02-20 19:15:16,18-24,Male,Central,Which data tool do you prefer for analytics tasks?,R,5,Good for statistics
